atype,phase_of_flt,state,height,speed,effect,sky,species,birds_struck,month_of_the_year,season
B-737-300,Approach,West North Central,2300.0,135.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,September,Fall
B-727-200,Approach,South Atlantic,400.0,140.0,None,No Cloud,GULLS,1,January,Winter
B-727-100,Approach,South Atlantic,200.0,130.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,March,Spring
ATR-42,Approach,West South Central,75.0,105.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,July,Summer
B-737-300,Approach,Pacific,100.0,138.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,November,Fall
B-757-200,Descent,South Atlantic,8000.0,245.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,August,Summer
PA-18 SUPER CUB,Approach,South Atlantic,200.0,80.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,February,Winter
DHC8 DASH 8,Landing Roll,Middle Atlantic,0.0,105.0,None,Overcast,EUROPEAN STARLING,1,August,Summer
ATR-42,Approach,West South Central,1500.0,125.0,None,Overcast,UNKNOWN BIRD - SMALL,1,September,Fall
SIKORSKY S-76,En Route,Middle Atlantic,1700.0,140.0,None,Some Cloud,UNKNOWN BIRD - LARGE,1,December,Winter
DA-20 FALCON,Climb,East North Central,20.0,140.0,Precautionary Landing,Some Cloud,GULLS,1,July,Summer
PA-44 SEMINOLE,Approach,Pacific,100.0,95.0,Precautionary Landing,Some Cloud,MALLARD,1,May,Spring
FK-28-4000,Landing Roll,South Atlantic,0.0,110.0,None,No Cloud,CATTLE EGRET,2-10,January,Winter
DC-9-30,En Route,Unknown,2500.0,130.0,Other,No Cloud,UNKNOWN BIRD,1,October,Fall
DC-10,Take-off run,Middle Atlantic,0.0,120.0,None,No Cloud,GULLS,1,September,Fall
B-727,Take-off run,South Atlantic,0.0,120.0,Aborted Take-off,No Cloud,UNKNOWN BIRD,1,May,Spring
FK-100,Landing Roll,West North Central,0.0,100.0,None,Overcast,COYOTE,1,December,Winter
B-727,Climb,West North Central,500.0,140.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,May,Spring
C-402,Climb,South Atlantic,700.0,110.0,Precautionary Landing,No Cloud,TURKEY VULTURE,1,January,Winter
C-560,Approach,New England,40.0,110.0,None,Some Cloud,ROCK PIGEON,2-10,September,Fall
MD-80,Descent,East South Central,6500.0,220.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,August,Summer
BE-1900,Approach,Middle Atlantic,100.0,135.0,None,Some Cloud,EUROPEAN STARLING,2-10,July,Summer
MERLIN IV,Landing Roll,Middle Atlantic,0.0,100.0,None,No Cloud,EUROPEAN STARLING,2-10,October,Fall
BA-31 JETSTR,Climb,Pacific,200.0,130.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,July,Summer
BE-1900,Approach,West North Central,1500.0,220.0,None,Overcast,UNKNOWN BIRD - MEDIUM,11-100,November,Fall
PA-34 SENECA,Take-off run,Middle Atlantic,0.0,80.0,None,Some Cloud,GULLS,1,August,Summer
B-727-200,Approach,East South Central,300.0,170.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,May,Spring
UNKNOWN,Approach,Middle Atlantic,1600.0,135.0,None,Some Cloud,GULLS,1,April,Spring
B-727-200,En Route,South Atlantic,16000.0,280.0,None,Overcast,UNKNOWN BIRD - MEDIUM,1,October,Fall
B-727,Approach,East North Central,200.0,140.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,February,Winter
FK-28-1000,Take-off run,South Atlantic,0.0,120.0,None,Overcast,GULLS,1,May,Spring
B-727,Take-off run,South Atlantic,0.0,120.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,2-10,April,Spring
MD-80,Take-off run,South Atlantic,0.0,140.0,None,Some Cloud,GULLS,1,December,Winter
B-727,Take-off run,South Atlantic,0.0,120.0,Precautionary Landing,No Cloud,UNKNOWN BIRD - LARGE,1,March,Spring
B-737-300,Landing Roll,South Atlantic,0.0,100.0,None,No Cloud,SNOWY EGRET,1,September,Fall
C-172,Approach,Pacific,800.0,120.0,Precautionary Landing,Overcast,CANADA GOOSE,2-10,November,Fall
MD-80,Approach,Pacific,200.0,130.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,May,Spring
B-727-200,Climb,East North Central,20.0,160.0,None,No Cloud,EUROPEAN STARLING,1,May,Spring
C-152,Climb,Middle Atlantic,5.0,65.0,None,Overcast,MOURNING DOVE,1,July,Summer
MD-80,Climb,Pacific,100.0,140.0,None,Some Cloud,AMERICAN KESTREL,1,July,Summer
MD-80,Take-off run,West South Central,0.0,200.0,None,Some Cloud,UNKNOWN BIRD,1,October,Fall
B-727-200,Approach,West South Central,300.0,132.0,None,Overcast,UNKNOWN BIRD - SMALL,1,August,Summer
B-727-200,Landing Roll,Unknown,0.0,100.0,None,Some Cloud,GULLS,1,August,Summer
C-152,Approach,East South Central,1400.0,135.0,None,Some Cloud,CANADA GOOSE,1,December,Winter
B-727-200,Take-off run,Unknown,0.0,150.0,None,Some Cloud,GULLS,1,July,Summer
B-727-100,Climb,Middle Atlantic,100.0,150.0,None,Overcast,UNKNOWN BIRD - MEDIUM,1,November,Fall
C-441 CONQUE,Approach,South Atlantic,400.0,125.0,None,Overcast,UNKNOWN BIRD - SMALL,1,September,Fall
MD-80,Approach,East North Central,300.0,135.0,None,No Cloud,UNKNOWN BIRD - SMALL,2-10,September,Fall
MD-83,Climb,Pacific,2500.0,200.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,May,Spring
CITATION II,Take-off run,Pacific,0.0,120.0,Precautionary Landing,No Cloud,UNKNOWN BIRD,1,January,Winter
MD-80,Landing Roll,Middle Atlantic,0.0,105.0,None,Some Cloud,GULLS,1,October,Fall
B-727-200,Landing Roll,East North Central,0.0,100.0,None,Overcast,GULLS,1,October,Fall
B-737,Landing Roll,West North Central,0.0,120.0,None,Overcast,GULLS,1,April,Spring
B-737,Climb,East North Central,10.0,180.0,None,No Cloud,UNKNOWN BIRD - SMALL,2-10,August,Summer
DA-20 FALCON,Landing Roll,East North Central,0.0,105.0,None,Overcast,GULLS,2-10,August,Summer
B-757-200,Take-off run,Pacific,0.0,140.0,Aborted Take-off,No Cloud,UNKNOWN BIRD,2-10,April,Spring
B-737-200,Climb,West North Central,200.0,150.0,Other,Some Cloud,UNKNOWN BIRD,1,July,Summer
MD-80,Approach,South Atlantic,1500.0,150.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,August,Summer
DC-9-30,Take-off run,West South Central,0.0,145.0,Precautionary Landing,No Cloud,EUROPEAN STARLING,2-10,July,Summer
B-737-500,Take-off run,West South Central,0.0,110.0,Precautionary Landing,No Cloud,UNKNOWN BIRD - SMALL,2-10,August,Summer
B-737-500,Climb,West South Central,200.0,150.0,Precautionary Landing,No Cloud,UNKNOWN BIRD,1,October,Fall
B-727-200,Take-off run,South Atlantic,0.0,140.0,None,Some Cloud,GULLS,1,May,Spring
FK-100,Take-off run,Middle Atlantic,0.0,140.0,None,Overcast,GULLS,2-10,October,Fall
B-737-300,Take-off run,East North Central,0.0,90.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,July,Summer
B-737,Climb,South Atlantic,490.0,140.0,None,No Cloud,GULLS,2-10,May,Spring
B-737-300,Take-off run,West South Central,0.0,120.0,Precautionary Landing,Some Cloud,GULLS,1,March,Spring
SHORTS 360,Descent,South Atlantic,50.0,100.0,None,Overcast,GULLS,1,March,Spring
B-737-300,Approach,New England,300.0,135.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,November,Fall
BA-146-200,Approach,Pacific,500.0,115.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,2-10,January,Winter
BA-31 JETSTR,Take-off run,South Atlantic,0.0,100.0,None,Some Cloud,EGRETS,2-10,January,Winter
BE-200 KING,Take-off run,South Atlantic,0.0,100.0,Aborted Take-off,Overcast,UNKNOWN BIRD - LARGE,1,December,Winter
C-172,En Route,West North Central,2500.0,96.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,May,Spring
RKWL SABRLNR,Climb,West North Central,800.0,190.0,Engine Shut Down,No Cloud,UNKNOWN BIRD - SMALL,1,April,Spring
B-727-200,Approach,East North Central,300.0,135.0,None,No Cloud,UNKNOWN BIRD,1,September,Fall
MD-82,Descent,Mountain,5000.0,250.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,October,Fall
SAAB-340,Take-off run,East South Central,0.0,285.0,Aborted Take-off,Some Cloud,BLACKBIRDS,2-10,March,Spring
SA227 AC METRO III,Take-off run,West North Central,0.0,80.0,Aborted Take-off,Overcast,GULLS,2-10,July,Summer
B-737-200,Climb,Middle Atlantic,3700.0,220.0,Precautionary Landing,Overcast,GEESE,2-10,November,Fall
B-727,Approach,West North Central,800.0,150.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,May,Spring
B-737-300,Landing Roll,Pacific,0.0,105.0,None,Some Cloud,RED-TAILED HAWK,1,February,Winter
B-737-300,Approach,West South Central,30.0,125.0,None,Some Cloud,SPARROWS,1,September,Fall
DHC8 DASH 8,Climb,Pacific,400.0,150.0,None,No Cloud,UNKNOWN BIRD,2-10,January,Winter
LEARJET-24,Climb,South Atlantic,25.0,150.0,Precautionary Landing,Overcast,GULLS,2-10,January,Winter
IAI-1124,Approach,East North Central,100.0,135.0,None,Overcast,SNOWY OWL,1,January,Winter
MD-80,Landing Roll,Mountain,0.0,105.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,July,Summer
B-727-200,Landing Roll,South Atlantic,0.0,20.0,None,Some Cloud,HAWKS,1,November,Fall
GULFAERO III,Landing Roll,South Atlantic,0.0,120.0,None,No Cloud,GULLS,1,October,Fall
EMB-120,Descent,Pacific,2750.0,210.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,July,Summer
RKWLTRBO 690,Take-off run,East South Central,0.0,100.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,September,Fall
FK-100,Take-off run,Middle Atlantic,0.0,120.0,None,Some Cloud,GULLS,2-10,September,Fall
B-727,Landing Roll,West South Central,0.0,105.0,None,Some Cloud,UNKNOWN BIRD,1,August,Summer
CITATION II,Take-off run,South Atlantic,0.0,120.0,Engine Shut Down,No Cloud,UNKNOWN BIRD - SMALL,1,October,Fall
PA-31 NAVAJO,Take-off run,West South Central,0.0,80.0,None,Overcast,SPARROWS,1,March,Spring
C-150,Climb,Pacific,500.0,80.0,None,Some Cloud,ROCK PIGEON,1,August,Summer
PA-32,Landing Roll,Pacific,0.0,105.0,None,No Cloud,ROCK PIGEON,2-10,September,Fall
MD-80,Landing Roll,West South Central,0.0,105.0,None,No Cloud,UNKNOWN BIRD,1,October,Fall
DC-9-30,En Route,West North Central,2500.0,130.0,None,No Cloud,UNKNOWN BIRD,1,October,Fall
B-757-200,Take-off run,South Atlantic,0.0,140.0,None,No Cloud,SANDHILL CRANE,1,March,Spring
SAAB-340,Approach,West South Central,50.0,135.0,None,Overcast,BLACKBIRDS,2-10,April,Spring
B-727-100,Climb,South Atlantic,14000.0,300.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,October,Fall
B-727-200,Landing Roll,South Atlantic,0.0,105.0,None,Some Cloud,OSPREY,1,October,Fall
B-727-200,Approach,Middle Atlantic,300.0,150.0,None,No Cloud,UNKNOWN BIRD,1,August,Summer
B-737,Climb,Pacific,10.0,140.0,None,Some Cloud,HAWKS,1,May,Spring
B-727,Descent,Middle Atlantic,6000.0,180.0,None,No Cloud,GULLS,1,October,Fall
ATR-42,En Route,Unknown,2500.0,130.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,October,Fall
BA-31 JETSTR,En Route,Pacific,10000.0,180.0,None,Some Cloud,UNKNOWN BIRD,1,September,Fall
B-737-400,Approach,South Atlantic,300.0,135.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,October,Fall
C-152,Climb,East North Central,100.0,70.0,None,Some Cloud,DUCKS,1,August,Summer
B-737-200,Climb,Unknown,30.0,145.0,None,No Cloud,GULLS,1,March,Spring
PA-24 COMANCHE,Climb,East North Central,150.0,90.0,Precautionary Landing,Overcast,GULLS,1,March,Spring
DC-9-30,En Route,Unknown,2500.0,130.0,None,No Cloud,UNKNOWN BIRD,1,October,Fall
BA-31 JETSTR,Landing Roll,East North Central,0.0,100.0,None,Some Cloud,SPARROWS,1,July,Summer
BE-1900,Descent,West North Central,3400.0,240.0,None,Some Cloud,UNKNOWN BIRD - LARGE,2-10,August,Summer
DC-9-10,Landing Roll,East North Central,0.0,140.0,None,Overcast,BLACKBIRDS,1,November,Fall
B-727-200,Approach,South Atlantic,800.0,145.0,None,Some Cloud,UNKNOWN BIRD - MEDIUM,1,October,Fall
MD-88,Approach,East South Central,1200.0,140.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,October,Fall
MD-80,Approach,West South Central,300.0,140.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,August,Summer
FK-28-1000,Take-off run,Middle Atlantic,0.0,120.0,None,Overcast,GULLS,2-10,September,Fall
B-767-200,Landing Roll,South Atlantic,0.0,100.0,None,Some Cloud,OWLS,1,November,Fall
SHORTS 360,En Route,Middle Atlantic,4000.0,170.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,July,Summer
UNKNOWN,Take-off run,Middle Atlantic,0.0,120.0,None,No Cloud,EUROPEAN STARLING,2-10,October,Fall
B-737-200,Take-off run,Unknown,0.0,90.0,Aborted Take-off,Some Cloud,UNKNOWN BIRD - MEDIUM,2-10,September,Fall
MD-80,Approach,Pacific,100.0,130.0,None,Some Cloud,EUROPEAN STARLING,2-10,January,Winter
DHC8 DASH 8,Take-off run,Pacific,0.0,120.0,None,Some Cloud,UNKNOWN BIRD,1,August,Summer
MD-80,Approach,East North Central,3750.0,170.0,None,Overcast,UNKNOWN BIRD - SMALL,1,August,Summer
PA-31 NAVAJO,Take-off run,New England,0.0,50.0,Aborted Take-off,Overcast,CANADA GOOSE,2-10,August,Summer
DC-9-30,Take-off run,South Atlantic,0.0,145.0,None,Some Cloud,MOURNING DOVE,1,October,Fall
B-727-200,Approach,Unknown,50.0,126.0,None,No Cloud,UNKNOWN BIRD - SMALL,2-10,November,Fall
DC-9,Landing Roll,South Atlantic,0.0,130.0,None,Some Cloud,GULLS,2-10,January,Winter
C-402,Climb,New England,200.0,150.0,Precautionary Landing,Overcast,GULLS,1,October,Fall
C-152,Climb,Pacific,90.0,60.0,None,No Cloud,BLACKBIRDS,1,August,Summer
B-727,Approach,East North Central,2000.0,200.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,September,Fall
B-727-100,Approach,East South Central,200.0,126.0,None,Some Cloud,CANADA GOOSE,1,September,Fall
B-757-200,Approach,Middle Atlantic,200.0,135.0,None,No Cloud,GULLS,1,November,Fall
RKWL SABRLNR,Take-off run,West North Central,0.0,120.0,Other,No Cloud,UNKNOWN BIRD,1,August,Summer
FK-28-4000,Approach,South Atlantic,2000.0,170.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,September,Fall
FK-100,Climb,New England,1500.0,200.0,None,Some Cloud,UNKNOWN BIRD - MEDIUM,1,September,Fall
DC-9-30,Approach,East South Central,4000.0,210.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,August,Summer
B-737-400,Descent,Middle Atlantic,4000.0,250.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,August,Summer
MD-80,Approach,Middle Atlantic,1150.0,180.0,None,Overcast,BLACKBIRDS,2-10,October,Fall
B-737,Landing Roll,East North Central,0.0,105.0,None,Some Cloud,GULLS,1,October,Fall
LOCKHD 1329,Climb,West North Central,50.0,160.0,Engine Shut Down,No Cloud,UNKNOWN BIRD - SMALL,1,October,Fall
B-727,Approach,South Atlantic,3000.0,250.0,None,Some Cloud,UNKNOWN BIRD,1,April,Spring
B-727-200,Climb,Unknown,50.0,130.0,None,No Cloud,EGRETS,1,August,Summer
B-727-100,Descent,Pacific,6300.0,250.0,None,Some Cloud,GEESE,2-10,March,Spring
ATR-72,Take-off run,East North Central,0.0,120.0,None,Some Cloud,SANDPIPERS,1,August,Summer
FK-28-1000,Landing Roll,South Atlantic,0.0,105.0,None,No Cloud,THRUSHES,1,November,Fall
PA-31 NAVAJO,Take-off run,Pacific,0.0,120.0,Aborted Take-off,Overcast,UNKNOWN BIRD,2-10,September,Fall
C-182 SKYLAN,Climb,Middle Atlantic,1000.0,85.0,Precautionary Landing,No Cloud,GULLS,1,September,Fall
B-737,Take-off run,Unknown,0.0,120.0,None,No Cloud,GULLS,1,September,Fall
PA-23 APACHE,Climb,West South Central,1000.0,100.0,Precautionary Landing,No Cloud,RED-TAILED HAWK,1,August,Summer
DC-9,Climb,East North Central,500.0,150.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,September,Fall
DC-9-30,Climb,South Atlantic,3500.0,250.0,None,Some Cloud,BLUE-WINGED TEAL,1,August,Summer
B-737,Climb,East South Central,100.0,160.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,August,Summer
BA-31 JETSTR,Approach,South Atlantic,50.0,110.0,None,Some Cloud,ROCK PIGEON,1,August,Summer
PA-38 TOMAHAWK,Climb,West South Central,300.0,70.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,September,Fall
BE-58  BARON,Approach,South Atlantic,60.0,105.0,None,Some Cloud,UNKNOWN BIRD - MEDIUM,1,April,Spring
BELL-206,En Route,Unknown,1000.0,100.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,November,Fall
B-767-300,Climb,Unknown,1800.0,150.0,Precautionary Landing,No Cloud,UNKNOWN BIRD,1,January,Winter
DHC8 DASH 8,Climb,Mountain,500.0,150.0,Precautionary Landing,Some Cloud,DUCKS,1,July,Summer
SHORTS 360,Approach,Pacific,200.0,120.0,None,No Cloud,UNKNOWN BIRD - SMALL,2-10,November,Fall
B-757-200,Approach,Middle Atlantic,100.0,128.0,None,No Cloud,GULLS,1,November,Fall
C-310,Landing Roll,South Atlantic,0.0,90.0,None,No Cloud,UNKNOWN BIRD - LARGE,1,May,Spring
B-757-200,Approach,Pacific,50.0,125.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,May,Spring
BRISTOL FRTR,Approach,Pacific,7.0,70.0,None,Overcast,BALD EAGLE,1,May,Spring
B-737-200,Approach,South Atlantic,1500.0,140.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,October,Fall
B-737,Landing Roll,Middle Atlantic,0.0,105.0,None,No Cloud,WHITE-TAILED DEER,1,December,Winter
B-727-100,Landing Roll,Middle Atlantic,0.0,125.0,None,Some Cloud,EUROPEAN STARLING,1,May,Spring
B-737,Approach,Pacific,5000.0,210.0,None,No Cloud,UNKNOWN BIRD,1,September,Fall
B-727,Climb,West North Central,50.0,150.0,None,Overcast,SPARROWS,1,August,Summer
MD-80,Approach,Middle Atlantic,2000.0,180.0,None,No Cloud,UNKNOWN BIRD,1,October,Fall
MD-88,Approach,Middle Atlantic,50.0,145.0,None,Overcast,UNKNOWN BIRD - SMALL,1,December,Winter
B-727-200,En Route,South Atlantic,10000.0,310.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,September,Fall
A-300,Approach,South Atlantic,1600.0,160.0,None,Overcast,UNKNOWN BIRD - SMALL,1,October,Fall
B-737-200,Approach,Middle Atlantic,200.0,140.0,None,No Cloud,GULLS,1,February,Winter
B-737-300,Take-off run,Pacific,0.0,120.0,Precautionary Landing,Some Cloud,GULLS,1,June,Summer
FK-100,Approach,South Atlantic,20.0,134.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,July,Summer
LEARJET-35,Take-off run,South Atlantic,0.0,100.0,Aborted Take-off,Overcast,GULLS,2-10,February,Winter
MD-82,Approach,West South Central,20.0,120.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,July,Summer
EXPERIMENTAL,Landing Roll,Middle Atlantic,0.0,105.0,Other,Some Cloud,WHITE-TAILED DEER,1,July,Summer
MD-80,Take-off run,Pacific,0.0,110.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,June,Summer
B-737-300,Climb,Pacific,2000.0,210.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,February,Winter
EMB-120,Approach,West South Central,2000.0,140.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,September,Fall
B-737-200,Descent,South Atlantic,6000.0,250.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,September,Fall
B-737-200,Approach,Mountain,20.0,150.0,None,Some Cloud,HAWKS,1,September,Fall
B-727,Approach,East South Central,300.0,130.0,None,Some Cloud,UNKNOWN BIRD - SMALL,2-10,August,Summer
BE-36,Landing Roll,South Atlantic,0.0,105.0,None,No Cloud,GULLS,1,February,Winter
C-182 SKYLAN,Approach,South Atlantic,1300.0,120.0,None,Overcast,UNKNOWN BIRD - SMALL,1,October,Fall
B-767-200,Approach,Unknown,200.0,140.0,None,Some Cloud,BROWN PELICAN,1,October,Fall
MD-80,Take-off run,Mountain,0.0,130.0,None,No Cloud,SPARROWS,1,October,Fall
B-737-300,Approach,South Atlantic,2500.0,135.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,September,Fall
PA-34 SENECA,Approach,South Atlantic,50.0,90.0,None,Overcast,UNKNOWN BIRD - MEDIUM,1,January,Winter
B-737,Climb,New England,50.0,150.0,None,No Cloud,AMERICAN KESTREL,1,April,Spring
BE-400 BJET,Take-off run,South Atlantic,0.0,110.0,None,Some Cloud,GULLS,1,May,Spring
MD-80,Take-off run,West North Central,0.0,120.0,None,Overcast,UNKNOWN BIRD - SMALL,1,October,Fall
B-737,Take-off run,East South Central,0.0,100.0,Aborted Take-off,No Cloud,EUROPEAN STARLING,2-10,October,Fall
BA-31 JETSTR,Approach,West South Central,200.0,140.0,None,Some Cloud,UNKNOWN BIRD - MEDIUM,1,October,Fall
MD-82,Approach,South Atlantic,2000.0,210.0,None,Some Cloud,UNKNOWN BIRD,1,October,Fall
B-757-200,Approach,South Atlantic,200.0,130.0,None,No Cloud,GULLS,1,November,Fall
DC-9-80,Climb,West South Central,100.0,150.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,July,Summer
EMB-120,Climb,West South Central,50.0,85.0,None,Some Cloud,DUCKS,1,August,Summer
B-737,Landing Roll,Pacific,0.0,105.0,None,Some Cloud,UNKNOWN BIRD,1,July,Summer
B-737-200,Take-off run,Mountain,0.0,120.0,None,Some Cloud,UNKNOWN BIRD - MEDIUM,1,August,Summer
DC-8,Approach,East South Central,300.0,135.0,None,Overcast,AMERICAN KESTREL,1,January,Winter
C-310,Take-off run,East North Central,0.0,120.0,None,Overcast,GULLS,1,May,Spring
DC-9,Approach,Middle Atlantic,300.0,135.0,None,Some Cloud,EUROPEAN STARLING,1,May,Spring
FK-28-1000,Take-off run,Middle Atlantic,0.0,160.0,None,No Cloud,MOURNING DOVE,1,August,Summer
B-737-300,Take-off run,West South Central,0.0,140.0,Precautionary Landing,Overcast,ROCK PIGEON,2-10,January,Winter
BA-31 JETSTR,Descent,East South Central,3600.0,240.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,October,Fall
B-727,Landing Roll,South Atlantic,0.0,120.0,None,Some Cloud,ANHINGA,1,July,Summer
MD-80,Landing Roll,West South Central,0.0,100.0,None,No Cloud,SWIFTS,2-10,September,Fall
SHORTS 360,Approach,South Atlantic,300.0,115.0,None,Some Cloud,EUROPEAN STARLING,2-10,December,Winter
PA-28,Take-off run,Unknown,0.0,65.0,Aborted Take-off,Some Cloud,CANADA GOOSE,2-10,September,Fall
BE-58  BARON,Landing Roll,East North Central,0.0,105.0,None,Overcast,GULLS,2-10,July,Summer
B-757-200,Approach,Middle Atlantic,4500.0,220.0,Other,Some Cloud,UNKNOWN BIRD - MEDIUM,1,October,Fall
C-172,Climb,East North Central,20.0,80.0,None,Some Cloud,EASTERN MEADOWLARK,1,May,Spring
DC-9-30,Approach,East North Central,500.0,140.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,September,Fall
B-737-200,Approach,Middle Atlantic,200.0,140.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,September,Fall
B-737-200,Climb,Middle Atlantic,5.0,130.0,None,Overcast,HAWKS,1,August,Summer
BELLANCA1730,Climb,Unknown,6800.0,83.0,Precautionary Landing,Some Cloud,UNKNOWN BIRD - LARGE,1,May,Spring
C-310,Approach,West North Central,900.0,170.0,None,No Cloud,DUCKS,1,August,Summer
MD-80,Approach,South Atlantic,300.0,135.0,None,Some Cloud,GULLS,1,June,Summer
DC-9,Take-off run,Middle Atlantic,0.0,120.0,None,No Cloud,BLACKBIRDS,1,October,Fall
B-757-200,Approach,South Atlantic,500.0,130.0,None,Some Cloud,GULLS,1,January,Winter
B-757-200,Descent,Pacific,9000.0,210.0,None,No Cloud,CANADA GOOSE,11-100,May,Spring
B-747-1/200,Climb,Pacific,500.0,160.0,Precautionary Landing,Some Cloud,UNKNOWN BIRD,1,August,Summer
C-152,Climb,South Atlantic,125.0,65.0,None,Some Cloud,CROWS,2-10,June,Summer
B-757-200,Approach,East North Central,300.0,135.0,None,No Cloud,UNKNOWN BIRD - SMALL,1,October,Fall
B-737-200,Climb,Middle Atlantic,100.0,155.0,None,No Cloud,GULLS,2-10,August,Summer
MD-82,Approach,West South Central,10.0,133.0,None,Some Cloud,UNKNOWN BIRD - SMALL,2-10,December,Winter
MD-80,Take-off run,East South Central,0.0,140.0,None,Some Cloud,UNKNOWN BIRD - SMALL,1,June,Summer
MD-82,Climb,South Atlantic,200.0,130.0,None,No Cloud,DOVES,1,July,Summer
A-300,Climb,Middle Atlantic,2400.0,190.0,None,No Cloud,UNKNOWN BIRD - MEDIUM,1,January,Winter
